"Orthogroup" "PS_dup_1" "PS_dup_2" "N_dup_1" "N_dup_2" "DN" "C" "SB" "SP"
"404" "OG0001492" 0 0 1 0 0 0 0 0
"405" "OG0001493" 0 0 0 0 0 0.267054629193616 0.267054629193616 0
"406" "OG0001495" 1 0 0 0 0 0 0 0
"407" "OG0001496" 0 0.560794452813803 0.0102871256083371 0 0 0.0358336861029084 0.0210739793241615 0
"408" "OG0001498" 0 0 0 0 0 1 1 0
"409" "OG0001499" 0 0 0 0 0 0.719656589295717 0.719656589295717 0
"410" "OG0001500" 0 0.889284403239892 0.00257281687504245 0 0 0.0320165814672941 0.0282081286689634 0
"411" "OG0001501" 0 0 0 0 0 0.576723403123233 0.576723403123233 0
"412" "OG0001502" 1 0 0 0 0 0 0 0
"413" "OG0001674" 0 0 0 0.000873962267191822 0 0.995103220449556 0.626868564300001 0
"414" "OG0002356" 0 1 0 0 0 0 0 0
"415" "OG0002564" 0 0 0 0.015074604021599 0 0.819834644290668 0.46820747580429 0
"416" "OG0002647" 0 0 1 0 0 0 0 0
"417" "OG0004375" 0 0 1 0 0 0 0 0
"418" "OG0004471" 0 0 0 0 0 1 1 0
"419" "OG0004576" 1 1 0 0 0 0 0 0
"420" "OG0005170" 0 0 0 0 0 1 1 0
"421" "OG0005249" 0.0121156249041604 0 0 0.00536906152208752 0 0.853657837043652 0.603906248060077 0
"422" "OG0005481" 0 1 0 0 0 0.718328781028589 0.718328781028589 0
"423" "OG0005967" 0.453369317851415 1 0 0 0 0.0149402551333114 0.0149402551333114 0
"424" "OG0005990" 1 0 0 0 0 0 0 0
"425" "OG0006053" 0 0 0 0 0 1 1 0
"426" "OG0006173" 1 0 0 0 0 0 0 0
"427" "OG0006390" 0 0 0 0 0 1 1 0
"428" "OG0006405" 0 0 0 0 0 1 1 0
"429" "OG0006514" 0 0 0 0 0 1 1 0
"430" "OG0006648" 0 0 0 0 0 1 1 0
"431" "OG0006959" 0 0 0 0 0 1 1 0
"432" "OG0007021" 0 1 0 0 0 0 0 0
"433" "OG0007633" 0 0 0.0115783099347322 0 0 0.71325989156889 0.500580768516171 0
"434" "OG0007882" 0 1 0 0 0 0.359230681853033 0.359230681853033 0
"435" "OG0008070" 0 0 0 0 0 1 1 0
"436" "OG0008295" 0 0 0 0 0 1 1 0
"437" "OG0008328" 0 1 0 0 0 0.749464850390803 0.749464850390803 0
"438" "OG0008661" 0 0 0 0 0 1 1 0
"439" "OG0008692" 0 1 0 0 0 0.118843233094236 0.118843233094236 0
"440" "OG0008764" 0 0 0 0 0 1 1 0
"441" "OG0008904" 0.646438699889873 0 0 0.0138319111593525 0 0.00776352112631422 0 0
"442" "OG0009066" 0 0 0 0 0 1 1 0
"443" "OG0009089" 0 0 0 0 0 1 1 0
"444" "OG0009143" 0 0 0 0 0 1 1 0
"445" "OG0009178" 1 1 0 0 0 0 0 0
"446" "OG0009187" 0 0 0 0 0 1 1 0
"447" "OG0009281" 0 0 0 0 0 1 1 0
"448" "OG0009325" 0 0 0 0 0 1 1 0
"449" "OG0009341" 0 0 0 0 0 1 1 0
"450" "OG0009506" 0 0 0 0 0 1 1 0
"451" "OG0009535" 0 0 0 0 0 1 1 0
"452" "OG0009991" 0 0 0 0 0 1 1 0
"453" "OG0010350" 0.916076670411506 1 0 0 0 0.000352156262460952 0.000352156262460952 0
"454" "OG0010573" 0 0 0 0 0 1 1 0
"455" "OG0011038" 0 0 0 0 0 1 1 0
"456" "OG0011041" 0 0 0 1 0 0 0 0
"457" "OG0011045" 1 0 0 0 0 0 0 0
"458" "OG0011050" 0 0 0 0 0 1 1 0
